usp_category,usp_class,usp_drug,kegg_id
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,D05375
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,D02360
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,D00825
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),trazodone,D08626
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),trazodone,D00820
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,D08670
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,D00821
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vilazodone,D09698
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vilazodone,D09699
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vortioxetine,D10184
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vortioxetine,D10185
Antidepressants,Tricyclics,amitriptyline,D07448
Antidepressants,Tricyclics,amitriptyline,D00809
Antidepressants,Tricyclics,amoxapine,D00228
Antidepressants,Tricyclics,clomipramine,D07727
Antidepressants,Tricyclics,clomipramine,D00811
Antidepressants,Tricyclics,desipramine,D07791
Antidepressants,Tricyclics,desipramine,D00812
Antidepressants,Tricyclics,doxepin,D07875
Antidepressants,Tricyclics,doxepin,D00814
Antidepressants,Tricyclics,imipramine,D08070
Antidepressants,Tricyclics,imipramine,D00815
Antidepressants,Tricyclics,imipramine,D08071
Antidepressants,Tricyclics,nortriptyline,D08288
Antidepressants,Tricyclics,nortriptyline,D00816
Antidepressants,Tricyclics,protriptyline,D08447
Antidepressants,Tricyclics,protriptyline,D00484
Antidepressants,Tricyclics,trimipramine,D00394
Antidepressants,Tricyclics,trimipramine,D02408
Antidepressants,"Antidepressants, Other",bupropion,D07591
Antidepressants,"Antidepressants, Other",bupropion,D00817
Antidepressants,"Antidepressants, Other",bupropion,D07938
Antidepressants,"Antidepressants, Other",mirtazapine,D00563
Antidepressants,"Antidepressants, Other",aripiprazole,D01164
Antidepressants,"Antidepressants, Other",aripiprazole,D10355
Antidepressants,"Antidepressants, Other",aripiprazole,D10364
Antidepressants,"Antidepressants, Other",aripiprazole,D10516
Antidepressants,"Antidepressants, Other",quetiapine,D08456
Antidepressants,"Antidepressants, Other",quetiapine,D00458
Antiemetics,Emetogenic Therapy Adjuncts,dolasetron,D07867
Antiemetics,Emetogenic Therapy Adjuncts,dolasetron,D00725
Antiemetics,Emetogenic Therapy Adjuncts,granisetron,D04370
Antiemetics,Emetogenic Therapy Adjuncts,granisetron,D00677
Antiemetics,Emetogenic Therapy Adjuncts,ondansetron,D00456
Antiemetics,Emetogenic Therapy Adjuncts,ondansetron,D00678
Antiemetics,Emetogenic Therapy Adjuncts,palonosetron,D07175
Antiemetics,Emetogenic Therapy Adjuncts,palonosetron,D05343
Antiemetics,Emetogenic Therapy Adjuncts,aprepitant,D02968
Antiemetics,Emetogenic Therapy Adjuncts,aprepitant,D06597
Antiemetics,Emetogenic Therapy Adjuncts,nabilone,D05099
Antiemetics,Emetogenic Therapy Adjuncts,dronabinol,D00306
Antiemetics,"Antiemetics, Other",chlorpromazine,D00270
Antiemetics,"Antiemetics, Other",chlorpromazine,D00789
Antiemetics,"Antiemetics, Other",chlorpromazine,D03274
Antiemetics,"Antiemetics, Other",chlorpromazine,D04034
Antiemetics,"Antiemetics, Other",chlorpromazine,D09819
Antiemetics,"Antiemetics, Other",diphenhydramine,D00300
Antiemetics,"Antiemetics, Other",diphenhydramine,D00669
Antiemetics,"Antiemetics, Other",diphenhydramine,D02419
Antiemetics,"Antiemetics, Other",diphenhydramine,D03285
Antiemetics,"Antiemetics, Other",diphenhydramine,D03360
Antiemetics,"Antiemetics, Other",diphenhydramine,D03854
Antiemetics,"Antiemetics, Other",doxylamine succinate/pyridoxine hydrochloride,D10357
Antiemetics,"Antiemetics, Other",hydroxyzine,D08054
Antiemetics,"Antiemetics, Other",hydroxyzine,D00672
Antiemetics,"Antiemetics, Other",hydroxyzine,D01096
Antiemetics,"Antiemetics, Other",meclizine,D08163
Antiemetics,"Antiemetics, Other",meclizine,D01317
Antiemetics,"Antiemetics, Other",metoclopramide,D00726
Antiemetics,"Antiemetics, Other",metoclopramide,D02213
Antiemetics,"Antiemetics, Other",metoclopramide,D05008
Antiemetics,"Antiemetics, Other",perphenazine,D00503
Antiemetics,"Antiemetics, Other",perphenazine,D02037
Antiemetics,"Antiemetics, Other",perphenazine,D04038
Antiemetics,"Antiemetics, Other",perphenazine,D04965
Antiemetics,"Antiemetics, Other",perphenazine,D08341
Antiemetics,"Antiemetics, Other",perphenazine,D08342
Antiemetics,"Antiemetics, Other",prochlorperazine,D00493
Antiemetics,"Antiemetics, Other",prochlorperazine,D00479
Antiemetics,"Antiemetics, Other",prochlorperazine,D02022
Antiemetics,"Antiemetics, Other",prochlorperazine,D02609
Antiemetics,"Antiemetics, Other",promethazine,D00494
Antiemetics,"Antiemetics, Other",promethazine,D00480
Antiemetics,"Antiemetics, Other",promethazine,D01242
Antiemetics,"Antiemetics, Other",promethazine,D03290
Antiemetics,"Antiemetics, Other",promethazine,D08432
Antiemetics,"Antiemetics, Other",promethazine,D08768
Antiemetics,"Antiemetics, Other",scopolamine,D00138
Antiemetics,"Antiemetics, Other",scopolamine,D02071
Antiemetics,"Antiemetics, Other",trimethobenzamide,D08643
Antiemetics,"Antiemetics, Other",trimethobenzamide,D02733
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,celecoxib,D00567
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,D07816
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,D00903
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,D00904
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,D07817
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,D07818
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,D07819
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diflunisal,D00130
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,etodolac,D00315
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,fenoprofen,D02350
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,fenoprofen,D00968
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,D00330
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,D01475
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,D02290
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,D10254
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,D00126
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,D01122
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,D04490
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,D06606
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,D08058
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,D08059
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,D09760
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,indomethacin,D00141
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,indomethacin,D02110
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,D00132
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,D08102
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,D08103
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketorolac,D08104
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketorolac,D00813
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,D02341
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,D00169
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,D08162
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,mefenamic acid,D00151
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meloxicam,D00969
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,nabumetone,D00425
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,D00118
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,D00970
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,D10017
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,oxaprozin,D00463
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,D00127
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,D05511
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,D05512
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,D05513
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,sulindac,D00120
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,tolmetin,D02355
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,tolmetin,D00158
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,D07837
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,D02211
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,D07838
Antimigraine Agents,Ergot Alkaloids,ergotamine,D07906
Antimigraine Agents,Ergot Alkaloids,ergotamine,D00679
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,almotriptan,D02824
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,almotriptan,D02825
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,eletriptan,D07887
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,eletriptan,D01973
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,frovatriptan,D07997
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,frovatriptan,D04264
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,naratriptan,D08255
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,naratriptan,D00674
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,D08485
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,D00675
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,D05740
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,sumatriptan,D00451
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,sumatriptan,D00676
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,zolmitriptan,D00415
Antimigraine Agents,Prophylactic,timolol,D08600
Antimigraine Agents,Prophylactic,timolol,D00378
Antimigraine Agents,Prophylactic,timolol,D00603
Antimigraine Agents,Prophylactic,divalproex,D00304
Antimigraine Agents,Prophylactic,topiramate,D00537
Antimigraine Agents,Prophylactic,valproate,D00399
Antimigraine Agents,Prophylactic,valproate,D00304
Antimigraine Agents,Prophylactic,valproate,D00710
Antimigraine Agents,Prophylactic,valproate,D08667
Antimyasthenic Agents,Parasympathomimetics,ambenonium,D01001
Antimyasthenic Agents,Parasympathomimetics,pyridostigmine,D00487
Antimycobacterials,Antituberculars,bedaquiline,D09872
Antimycobacterials,Antituberculars,bedaquiline,D09873
Antimycobacterials,Antituberculars,capreomycin,D07607
Antimycobacterials,Antituberculars,capreomycin,D00135
Antimycobacterials,Antituberculars,cycloserine,D00877
Antimycobacterials,Antituberculars,ethambutol,D07925
Antimycobacterials,Antituberculars,ethambutol,D00878
Antimycobacterials,Antituberculars,ethionamide,D00591
Antimycobacterials,Antituberculars,isoniazid,D00346
Antimycobacterials,Antituberculars,isoniazid,D01501
Antimycobacterials,Antituberculars,isoniazid,D02002
Antimycobacterials,Antituberculars,isoniazid,D09773
Antimycobacterials,Antituberculars,pyrazinamide,D00144
Antimycobacterials,Antituberculars,rifampin,D00211
Antimycobacterials,Antituberculars,rifapentine,D00879
Antimycobacterials,"Antimycobacterials, Other",dapsone,D00592
Antimycobacterials,"Antimycobacterials, Other",rifabutin,D00424
Antineoplastics,Alkylating Agents,altretamine,D02841
Antineoplastics,Alkylating Agents,chlorambucil,D00266
Antineoplastics,Alkylating Agents,mechlorethamine,D04872
Antineoplastics,Alkylating Agents,melphalan,D00369
Antineoplastics,Alkylating Agents,melphalan,D08173
Antineoplastics,Alkylating Agents,lomustine,D00363
Antineoplastics,Alkylating Agents,busulfan,D00248
Antineoplastics,Alkylating Agents,cyclophosphamide,D07760
Antineoplastics,Alkylating Agents,cyclophosphamide,D00287
Antineoplastics,Alkylating Agents,procarbazine,D08423
Antineoplastics,Alkylating Agents,procarbazine,D00478
Antineoplastics,Antiandrogens,enzalutamide,D10218
Antineoplastics,Antiandrogens,bicalutamide,D00961
Antineoplastics,Antiandrogens,flutamide,D00586
Antineoplastics,Antiandrogens,nilutamide,D00965
Antineoplastics,Antiandrogens,abiraterone,D09701
Antineoplastics,Antiangiogenic Agents,lenalidomide,D04687
Antineoplastics,Antiangiogenic Agents,lenalidomide,D09813
Antineoplastics,Antiangiogenic Agents,pomalidomide,D08976
Antineoplastics,Antiangiogenic Agents,thalidomide,D00754
Antineoplastics,Antiestrogens/Modifiers,estramustine,D04066
Antineoplastics,Antiestrogens/Modifiers,estramustine,D02398
Antineoplastics,Antiestrogens/Modifiers,estramustine,D06397
Antineoplastics,Antiestrogens/Modifiers,tamoxifen,D08559
Antineoplastics,Antiestrogens/Modifiers,tamoxifen,D00966
Antineoplastics,Antiestrogens/Modifiers,toremifene,D08620
Antineoplastics,Antiestrogens/Modifiers,toremifene,D00967
Antineoplastics,Antimetabolites,mercaptopurine,D04931
Antineoplastics,Antimetabolites,mercaptopurine,D00161
Antineoplastics,Antimetabolites,thioguanine,D08603
Antineoplastics,Antimetabolites,thioguanine,D06109
Antineoplastics,Antimetabolites,hydroxyurea,D00341
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",anastrozole,D00960
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",exemestane,D00963
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",letrozole,D00964
Antineoplastics,Enzyme Inhibitors,etoposide,D00125
Antineoplastics,Enzyme Inhibitors,etoposide,D04107
Antineoplastics,Enzyme Inhibitors,topotecan,D08618
Antineoplastics,Enzyme Inhibitors,topotecan,D02168
Antineoplastics,Molecular Target Inhibitors,vemurafenib,D09996
Antineoplastics,Molecular Target Inhibitors,dabrafenib,D10064
Antineoplastics,Molecular Target Inhibitors,dabrafenib,D10104
Antineoplastics,Molecular Target Inhibitors,trametinib,D10175
Antineoplastics,Molecular Target Inhibitors,trametinib,D10176
Antineoplastics,Molecular Target Inhibitors,ibrutinib,D10223
Antineoplastics,Molecular Target Inhibitors,afatinib,D09724
Antineoplastics,Molecular Target Inhibitors,afatinib,D09733
Antineoplastics,Molecular Target Inhibitors,erlotinib,D07907
Antineoplastics,Molecular Target Inhibitors,erlotinib,D04023
Antineoplastics,Molecular Target Inhibitors,vismodegib,D09992
Antineoplastics,Molecular Target Inhibitors,ruxolitinib,D09959
Antineoplastics,Molecular Target Inhibitors,ruxolitinib,D09960
Antineoplastics,Molecular Target Inhibitors,everolimus,D02714
Antineoplastics,Molecular Target Inhibitors,crizotinib,D09731
Antineoplastics,Molecular Target Inhibitors,bosutinib,D03252
Antineoplastics,Molecular Target Inhibitors,bosutinib,D09728
Antineoplastics,Molecular Target Inhibitors,dasatinib,D03658
Antineoplastics,Molecular Target Inhibitors,dasatinib,D06414
Antineoplastics,Molecular Target Inhibitors,imatinib,D08066
Antineoplastics,Molecular Target Inhibitors,imatinib,D01441
Antineoplastics,Molecular Target Inhibitors,nilotinib,D08953
Antineoplastics,Molecular Target Inhibitors,nilotinib,D06413
Antineoplastics,Molecular Target Inhibitors,ponatinib,D09950
Antineoplastics,Molecular Target Inhibitors,ponatinib,D09951
Antineoplastics,Molecular Target Inhibitors,lapatinib,D08108
Antineoplastics,Molecular Target Inhibitors,lapatinib,D04024
Antineoplastics,Molecular Target Inhibitors,axitinib,D03218
Antineoplastics,Molecular Target Inhibitors,cabozantinib,D10062
Antineoplastics,Molecular Target Inhibitors,cabozantinib,D10095
Antineoplastics,Molecular Target Inhibitors,pazopanib,D05380
Antineoplastics,Molecular Target Inhibitors,regorafenib,D10138
Antineoplastics,Molecular Target Inhibitors,regorafenib,D10137
Antineoplastics,Molecular Target Inhibitors,sorafenib,D08524
Antineoplastics,Molecular Target Inhibitors,sorafenib,D06272
Antineoplastics,Molecular Target Inhibitors,sunitinib,D08552
Antineoplastics,Molecular Target Inhibitors,sunitinib,D06402
Antineoplastics,Monoclonal Antibodies,rituximab,D02994
Antineoplastics,Monoclonal Antibodies,ofatumumab,D09314
Antineoplastics,Retinoids,alitretinoin,D02815
Antineoplastics,Retinoids,bexarotene,D03106
Antineoplastics,Retinoids,tretinoin,D00094
Antineoplastics,Retinoids,tretinoin,D01516
Antineoplastics,"Antineoplastics, Other",fludarabine,D07966
Antineoplastics,"Antineoplastics, Other",fludarabine,D01907
Antineoplastics,"Antineoplastics, Other",leucovorin,D07986
Antineoplastics,"Antineoplastics, Other",leucovorin,D01211
Antineoplastics,"Antineoplastics, Other",leucovorin,D07987
Antineoplastics,"Antineoplastics, Other",mitoxantrone,D08224
Antineoplastics,"Antineoplastics, Other",mitoxantrone,D02166
Antineoplastics,"Antineoplastics, Other",vorinostat,D06320
Antiparasitics,Anthelmintics,albendazole,D00134
Antiparasitics,Anthelmintics,albendazole,D07106
Antiparasitics,Anthelmintics,ivermectin,D00804
Antiparasitics,Anthelmintics,mebendazole,D00368
Antiparasitics,Anthelmintics,praziquantel,D00471
Antiparasitics,Antiprotozoals,artemether and lumefantrine,D02484
Antiparasitics,Antiprotozoals,atovaquone and proguanil hydrochloride,D02472
Antiparasitics,Antiprotozoals,chloroquine,D02366
Antiparasitics,Antiprotozoals,chloroquine,D02125
Antiparasitics,Antiprotozoals,chloroquine,D03469
Antiparasitics,Antiprotozoals,chloroquine,D07680
Antiparasitics,Antiprotozoals,hydroxychloroquine,D08050
Antiparasitics,Antiprotozoals,hydroxychloroquine,D02114
Antiparasitics,Antiprotozoals,mefloquine,D04895
Antiparasitics,Antiprotozoals,mefloquine,D00831
Antiparasitics,Antiprotozoals,primaquine,D08420
Antiparasitics,Antiprotozoals,primaquine,D02126
Antiparasitics,Antiprotozoals,pyrimethamine,D00488
Antiparasitics,Antiprotozoals,pyrimethamine,D02448
Antiparasitics,Antiprotozoals,quinine,D08460
Antiparasitics,Antiprotozoals,quinine,D01663
Antiparasitics,Antiprotozoals,quinine,D02261
Antiparasitics,Antiprotozoals,quinine,D02262
Antiparasitics,Antiprotozoals,quinine,D05681
Antiparasitics,Antiprotozoals,quinine,D08461
Antiparasitics,Antiprotozoals,atovaquone,D00236
Antiparasitics,Antiprotozoals,nitazoxanide,D02486
Antiparasitics,Antiprotozoals,pentamidine,D08333
Antiparasitics,Antiprotozoals,pentamidine,D00834
Antiparasitics,Pediculicides/Scabicides,benzyl alcohol,D00077
Antiparasitics,Pediculicides/Scabicides,crotamiton,D01381
Antiparasitics,Pediculicides/Scabicides,lindane,D00360
Antiparasitics,Pediculicides/Scabicides,malathion,D00534
Antiparasitics,Pediculicides/Scabicides,permethrin,D05443
Antiparasitics,Pediculicides/Scabicides,spinosad,D09384
Antiparkinson Agents,Anticholinergics,benztropine,D07511
Antiparkinson Agents,Anticholinergics,benztropine,D00778
Antiparkinson Agents,Anticholinergics,diphenhydramine,D00300
Antiparkinson Agents,Anticholinergics,diphenhydramine,D00669
Antiparkinson Agents,Anticholinergics,diphenhydramine,D02419
Antiparkinson Agents,Anticholinergics,diphenhydramine,D03285
Antiparkinson Agents,Anticholinergics,diphenhydramine,D03360
Antiparkinson Agents,Anticholinergics,diphenhydramine,D03854
Antiparkinson Agents,Anticholinergics,trihexyphenidyl,D08638
Antiparkinson Agents,Anticholinergics,trihexyphenidyl,D00787
Antiparkinson Agents,Dopamine Agonists,apomorphine,D07460
Antiparkinson Agents,Dopamine Agonists,apomorphine,D02004
Antiparkinson Agents,Dopamine Agonists,bromocriptine,D03165
Antiparkinson Agents,Dopamine Agonists,bromocriptine,D00780
Antiparkinson Agents,Dopamine Agonists,pramipexole,D05575
Antiparkinson Agents,Dopamine Agonists,pramipexole,D00559
Antiparkinson Agents,Dopamine Agonists,ropinirole,D08489
Antiparkinson Agents,Dopamine Agonists,ropinirole,D00784
Antiparkinson Agents,Dopamine Agonists,rotigotine,D05768
Antiparkinson Agents,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,carbidopa,D00558
Antiparkinson Agents,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,carbidopa and levodopa,D00253
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,rasagiline,D08469
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,rasagiline,D02562
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,selegiline,D03731
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,selegiline,D00785
Antiparkinson Agents,"Antiparkinson Agents, Other",entacapone,D00781
Antiparkinson Agents,"Antiparkinson Agents, Other",tolcapone,D00786
Antiparkinson Agents,"Antiparkinson Agents, Other",amantadine,D07441
Antiparkinson Agents,"Antiparkinson Agents, Other",amantadine,D00777
Antipsychotics,1st Generation/Typical,chlorpromazine,D00270
Antipsychotics,1st Generation/Typical,chlorpromazine,D00789
Antipsychotics,1st Generation/Typical,chlorpromazine,D03274
Antipsychotics,1st Generation/Typical,chlorpromazine,D04034
Antipsychotics,1st Generation/Typical,chlorpromazine,D09819
Antipsychotics,1st Generation/Typical,fluphenazine,D07977
Antipsychotics,1st Generation/Typical,fluphenazine,D00791
Antipsychotics,1st Generation/Typical,fluphenazine,D00792
Antipsychotics,1st Generation/Typical,fluphenazine,D00793
Antipsychotics,1st Generation/Typical,fluphenazine,D02163
Antipsychotics,1st Generation/Typical,haloperidol,D00136
Antipsychotics,1st Generation/Typical,haloperidol,D01898
Antipsychotics,1st Generation/Typical,haloperidol,D08035
Antipsychotics,1st Generation/Typical,loxapine,D02340
Antipsychotics,1st Generation/Typical,loxapine,D00794
Antipsychotics,1st Generation/Typical,loxapine,D08148
Antipsychotics,1st Generation/Typical,perphenazine,D00503
Antipsychotics,1st Generation/Typical,perphenazine,D02037
Antipsychotics,1st Generation/Typical,perphenazine,D04038
Antipsychotics,1st Generation/Typical,perphenazine,D04965
Antipsychotics,1st Generation/Typical,perphenazine,D08341
Antipsychotics,1st Generation/Typical,perphenazine,D08342
Antipsychotics,1st Generation/Typical,pimozide,D00560
Antipsychotics,1st Generation/Typical,prochlorperazine,D00493
Antipsychotics,1st Generation/Typical,prochlorperazine,D00479
Antipsychotics,1st Generation/Typical,prochlorperazine,D02022
Antipsychotics,1st Generation/Typical,prochlorperazine,D02609
Antipsychotics,1st Generation/Typical,thioridazine,D00373
Antipsychotics,1st Generation/Typical,thioridazine,D00798
Antipsychotics,1st Generation/Typical,thiothixene,D00374
Antipsychotics,1st Generation/Typical,thiothixene,D02612
Antipsychotics,1st Generation/Typical,trifluoperazine,D08636
Antipsychotics,1st Generation/Typical,trifluoperazine,D00799
Antipsychotics,1st Generation/Typical,trifluoperazine,D01448
Antipsychotics,2nd Generation/Atypical,aripiprazole,D01164
Antipsychotics,2nd Generation/Atypical,aripiprazole,D10355
Antipsychotics,2nd Generation/Atypical,aripiprazole,D10364
Antipsychotics,2nd Generation/Atypical,aripiprazole,D10516
Antipsychotics,2nd Generation/Atypical,asenapine,D02995
Antipsychotics,2nd Generation/Atypical,iloperidone,D02666
Antipsychotics,2nd Generation/Atypical,lurasidone,D04820
Antipsychotics,2nd Generation/Atypical,olanzapine,D00454
Antipsychotics,2nd Generation/Atypical,olanzapine,D06623
Antipsychotics,2nd Generation/Atypical,quetiapine,D08456
Antipsychotics,2nd Generation/Atypical,quetiapine,D00458
Antipsychotics,2nd Generation/Atypical,paliperidone,D05339
Antipsychotics,2nd Generation/Atypical,paliperidone,D05340
Antipsychotics,2nd Generation/Atypical,risperidone,D00426
Antipsychotics,2nd Generation/Atypical,ziprasidone,D08687
Antipsychotics,2nd Generation/Atypical,ziprasidone,D01939
Antipsychotics,2nd Generation/Atypical,ziprasidone,D02100
Antipsychotics,Treatment-Resistant,clozapine,D00283
Antivirals,Anti-cytomegalovirus (CMV) Agents,cidofovir,D00273
Antivirals,Anti-cytomegalovirus (CMV) Agents,foscarnet,D00579
Antivirals,Anti-cytomegalovirus (CMV) Agents,foscarnet,D02267
Antivirals,Anti-cytomegalovirus (CMV) Agents,ganciclovir,D00333
Antivirals,Anti-cytomegalovirus (CMV) Agents,ganciclovir,D04301
Antivirals,Anti-cytomegalovirus (CMV) Agents,valganciclovir,D02495
Antivirals,Anti-cytomegalovirus (CMV) Agents,valganciclovir,D03256
Antivirals,Anti-hepatitis B (HBV) Agents,adefovir,D02768
Antivirals,Anti-hepatitis B (HBV) Agents,adefovir,D01655
Antivirals,Anti-hepatitis B (HBV) Agents,entecavir,D07896
Antivirals,Anti-hepatitis B (HBV) Agents,entecavir,D04008
Antivirals,Anti-hepatitis B (HBV) Agents,lamivudine,D00353
Antivirals,Anti-hepatitis B (HBV) Agents,ribavirin,D00423
Antivirals,Anti-hepatitis B (HBV) Agents,telbivudine,D06675
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,D06074
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,D01982
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,D10428
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,D10605
Antivirals,Anti-hepatitis B (HBV) Agents,"interferon alfa-2b, recombinant",D02745
Antivirals,Anti-hepatitis B (HBV) Agents,interferon alfa-n3,D04553
Antivirals,Anti-hepatitis B (HBV) Agents,peginterferon alfa-2a,D02747
Antivirals,Anti-hepatitis B (HBV) Agents,peginterferon alfa-2b,D02748
Antivirals,Anti-hepatitis C (HCV) Agents,ribavirin,D00423
Antivirals,Anti-hepatitis C (HCV) Agents,"interferon alfa-2b, recombinant",D02745
Antivirals,Anti-hepatitis C (HCV) Agents,interferon alfa-n3,D04553
Antivirals,Anti-hepatitis C (HCV) Agents,interferon alfacon-1,D02744
